Trip_ID,Dispatch_Date,Plant_ID,Plant_Name,Destination,Route,Product_ID,Product_Name,Quantity_Tons,Vehicle_ID,Vehicle_Type,Vehicle_Capacity_Tons,Transporter_ID,Transporter_Name,Loading_Start_Time,Loading_End_Time,Weighbridge_Time,Gate_Out_Time,Expected_Delivery_Date,Actual_Delivery_Date,Delivery_Status,Delay_Days,Delay_Reason,Freight_Cost,Distance_KM,On_Time_Flag
TRIP008205,2025-09-28,PL05,Hyderabad Assembly Unit,Bhopal,Hyderabad - Bhopal,PD02,Steel Pipes,25.52,VH020,Container 32ft MXL,28,TR01,Bharat Road Carriers,2025-09-28 10:15,2025-09-28 13:49,2025-09-28 14:29,2025-09-28 15:09,2025-09-29,2025-09-29,On Time,0,Not Applicable,44664.64,783,1
TRIP011663,2025-09-29,PL02,Chennai Production Plant,Nagpur,Chennai - Nagpur,PD03,Cement Bags,31.59,VH035,Trailer 40ft,35,TR09,Sunrise Logistics Solutions,2025-09-29 09:50,2025-09-29 12:22,2025-09-29 13:06,2025-09-29 13:40,2025-10-01,2025-09-30,On Time,0,Not Applicable,95738.45,1277,1
TRIP000034,2025-09-29,PL03,Ludhiana Fabrication Unit,Jaipur,Ludhiana - Jaipur,PD05,Auto Components,15.3,VH052,Open Truck 10 Tyre,16,TR17,United Freight Corporation,2025-09-29 07:14,2025-09-29 08:38,2025-09-29 09:34,2025-09-29 10:01,2025-09-30,2025-09-30,On Time,0,Not Applicable,15188.93,444,1
TRIP007741,2025-09-29,PL05,Hyderabad Assembly Unit,Guwahati,Hyderabad - Guwahati,PD05,Auto Components,32.6,VH055,Trailer 40ft,35,TR09,Sunrise Logistics Solutions,2025-09-29 06:49,2025-09-29 09:03,2025-09-29 09:51,2025-09-29 10:26,2025-10-02,2025-10-01,On Time,0,Not Applicable,146332.25,2063,1
TRIP004032,2025-09-29,PL05,Hyderabad Assembly Unit,Jaipur,Hyderabad - Jaipur,PD04,PVC Granules,25.13,VH045,Container 32ft MXL,28,TR18,Deccan Transport Co.,2025-09-29 07:02,2025-09-29 08:37,2025-09-29 09:16,2025-09-29 09:52,2025-10-01,2025-10-01,On Time,0,Not Applicable,90801.51,1347,1
TRIP006862,2025-09-30,PL05,Hyderabad Assembly Unit,Nagpur,Hyderabad - Nagpur,PD07,Packaged Tiles,26.88,VH020,Container 32ft MXL,28,TR01,Bharat Road Carriers,2025-09-30 10:38,2025-09-30 12:15,2025-09-30 13:00,2025-09-30 13:22,2025-10-01,2025-10-01,On Time,0,Not Applicable,25782.19,440,1
TRIP002689,2025-10-01,PL01,Pune Manufacturing Unit,Guwahati,Pune - Guwahati,PD07,Packaged Tiles,24.77,VH015,Container 32ft MXL,28,TR08,Kaveri Cargo Movers,2025-10-01 10:13,2025-10-01 12:16,2025-10-01 13:03,2025-10-01 13:46,2025-10-04,2025-10-04,On Time,0,Not Applicable,152749.47,2425,1
TRIP002767,2025-10-01,PL05,Hyderabad Assembly Unit,Bhopal,Hyderabad - Bhopal,PD08,Textile Rolls,16.0,VH007,Open Truck 10 Tyre,16,TR03,Vishal Transport Co.,2025-10-01 06:20,2025-10-01 08:07,2025-10-01 08:49,2025-10-01 09:12,2025-10-02,2025-10-02,On Time,0,Not Applicable,30527.61,727,1
TRIP000488,2025-10-01,PL01,Pune Manufacturing Unit,Mumbai,Pune - Mumbai,PD03,Cement Bags,6.88,VH012,Open Truck 10 Tyre,16,TR12,Trident Transport Services,2025-10-01 08:11,2025-10-01 09:27,2025-10-01 10:06,2025-10-01 10:21,2025-10-01,2025-10-01,On Time,0,Not Applicable,3166.41,153,1
TRIP008401,2025-10-01,PL05,Hyderabad Assembly Unit,Bhopal,Hyderabad - Bhopal,PD08,Textile Rolls,32.28,VH055,Trailer 40ft,35,TR09,Sunrise Logistics Solutions,2025-10-01 07:24,2025-10-01 09:50,2025-10-01 10:24,2025-10-01 11:00,2025-10-02,2025-10-02,On Time,0,Not Applicable,53292.74,769,1
TRIP000100,2025-10-01,PL05,Hyderabad Assembly Unit,Nagpur,Hyderabad - Nagpur,PD02,Steel Pipes,7.5,VH028,Open Truck 6 Tyre,9,TR03,Vishal Transport Co.,2025-10-01 06:50,2025-10-01 09:38,2025-10-01 10:10,2025-10-01 10:50,2025-10-02,2025-10-01,On Time,0,Not Applicable,10064.87,484,1
TRIP006806,2025-10-01,PL02,Chennai Production Plant,Bhopal,Chennai - Bhopal,PD06,Electrical Cables,15.63,VH006,Open Truck 10 Tyre,16,TR12,Trident Transport Services,2025-10-01 06:43,2025-10-01 09:47,2025-10-01 10:43,2025-10-01 11:00,2025-10-03,2025-10-03,On Time,0,Not Applicable,58093.78,1727,1
TRIP008476,2025-10-01,PL05,Hyderabad Assembly Unit,Mumbai,Hyderabad - Mumbai,PD02,Steel Pipes,9.0,VH060,Open Truck 6 Tyre,9,TR15,Apex Logistics India,2025-10-01 10:50,2025-10-01 12:20,2025-10-01 12:40,2025-10-01 13:18,2025-10-02,2025-10-02,On Time,0,Not Applicable,16712.11,706,1
TRIP003106,2025-10-03,PL05,Hyderabad Assembly Unit,Bhopal,Hyderabad - Bhopal,PD05,Auto Components,14.61,VH036,Container 32ft SXL,22,TR09,Sunrise Logistics Solutions,2025-10-03 10:25,2025-10-03 12:47,2025-10-03 13:02,2025-10-03 13:33,2025-10-04,2025-10-04,On Time,0,Not Applicable,26777.72,781,1
TRIP009339,2025-10-04,PL05,Hyderabad Assembly Unit,Guwahati,Hyderabad - Guwahati,PD01,Steel Coils,24.09,VH008,Container 32ft MXL,28,TR11,Reliable Roadways,2025-10-04 07:46,2025-10-04 09:55,2025-10-04 10:33,2025-10-04 10:43,2025-10-07,2025-10-06,On Time,0,Not Applicable,113831.4,2055,1
TRIP001845,2025-10-04,PL05,Hyderabad Assembly Unit,Bhopal,Hyderabad - Bhopal,PD01,Steel Coils,21.06,VH044,Container 32ft SXL,22,TR07,Om Sai Transport,2025-10-04 07:27,2025-10-04 10:19,2025-10-04 11:07,2025-10-04 11:38,2025-10-05,2025-10-05,On Time,0,Not Applicable,36507.38,745,1
TRIP005514,2025-10-04,PL05,Hyderabad Assembly Unit,Guwahati,Hyderabad - Guwahati,PD01,Steel Coils,25.78,VH013,Container 32ft MXL,28,TR08,Kaveri Cargo Movers,2025-10-04 10:58,2025-10-04 13:22,2025-10-04 13:40,2025-10-04 14:18,2025-10-07,2025-10-06,On Time,0,Not Applicable,143838.38,2272,1
TRIP000555,2025-10-04,PL04,Vadodara Processing Plant,Bhopal,Vadodara - Bhopal,PD05,Auto Components,15.44,VH004,Container 20ft,18,TR06,Ganesh Roadlines,2025-10-04 10:58,2025-10-04 12:26,2025-10-04 13:00,2025-10-04 13:27,2025-10-05,2025-10-05,On Time,0,Not Applicable,24112.16,622,1
TRIP009804,2025-10-04,PL02,Chennai Production Plant,Kolkata,Chennai - Kolkata,PD02,Steel Pipes,6.63,VH057,Open Truck 6 Tyre,9,TR14,Coastal Cargo Carriers,2025-10-04 10:47,2025-10-04 13:47,2025-10-04 14:38,2025-10-04 14:55,2025-10-06,2025-10-06,On Time,0,Not Applicable,26441.13,1603,1
TRIP000430,2025-10-06,PL01,Pune Manufacturing Unit,Guwahati,Pune - Guwahati,PD05,Auto Components,28.43,VH056,Trailer 40ft,35,TR05,Speedway Logistics Pvt Ltd,2025-10-06 08:37,2025-10-06 10:41,2025-10-06 11:23,2025-10-06 11:43,2025-10-09,2025-10-09,On Time,0,Not Applicable,184910.55,2434,1
TRIP005801,2025-10-06,PL04,Vadodara Processing Plant,Mumbai,Vadodara - Mumbai,PD08,Textile Rolls,8.78,VH037,Open Truck 6 Tyre,9,TR03,Vishal Transport Co.,2025-10-06 07:19,2025-10-06 09:56,2025-10-06 10:46,2025-10-06 11:20,2025-10-07,2025-10-06,On Time,0,Not Applicable,11449.06,498,1
TRIP009592,2025-10-06,PL01,Pune Manufacturing Unit,Bhopal,Pune - Bhopal,PD08,Textile Rolls,13.46,VH052,Open Truck 10 Tyre,16,TR17,United Freight Corporation,2025-10-06 06:31,2025-10-06 09:17,2025-10-06 10:03,2025-10-06 10:30,2025-10-07,2025-10-06,On Time,0,Not Applicable,18344.4,587,1
TRIP008619,2025-10-06,PL02,Chennai Production Plant,Bengaluru,Chennai - Bengaluru,PD01,Steel Coils,20.75,VH025,Container 32ft SXL,22,TR13,Punjab Truck Union,2025-10-06 07:32,2025-10-06 09:25,2025-10-06 10:19,2025-10-06 10:58,2025-10-06,2025-10-06,On Time,0,Not Applicable,16790.76,316,1
TRIP009444,2025-10-06,PL01,Pune Manufacturing Unit,Mumbai,Pune - Mumbai,PD01,Steel Coils,17.99,VH049,Container 20ft,18,TR07,Om Sai Transport,2025-10-06 07:22,2025-10-06 09:13,2025-10-06 10:12,2025-10-06 10:31,2025-10-06,2025-10-06,On Time,0,Not Applicable,7120.81,157,1
TRIP001471,2025-10-07,PL04,Vadodara Processing Plant,Patna,Vadodara - Patna,PD04,PVC Granules,5.54,VH057,Open Truck 6 Tyre,9,TR14,Coastal Cargo Carriers,2025-10-07 08:59,2025-10-07 11:31,2025-10-07 12:12,2025-10-07 12:27,2025-10-09,2025-10-09,On Time,0,Not Applicable,21358.11,1608,1
TRIP004368,2025-10-07,PL05,Hyderabad Assembly Unit,Jaipur,Hyderabad - Jaipur,PD03,Cement Bags,15.64,VH042,Container 32ft SXL,22,TR12,Trident Transport Services,2025-10-07 09:15,2025-10-07 10:42,2025-10-07 11:09,2025-10-07 11:48,2025-10-09,2025-10-08,On Time,0,Not Applicable,48091.03,1336,1
TRIP009785,2025-10-07,PL05,Hyderabad Assembly Unit,Guwahati,Hyderabad - Guwahati,PD04,PVC Granules,8.42,VH043,Open Truck 6 Tyre,9,TR11,Reliable Roadways,2025-10-07 08:27,2025-10-07 09:40,2025-10-07 10:18,2025-10-07 10:33,2025-10-09,2025-10-09,On Time,0,Not Applicable,43971.4,2162,1
TRIP000322,2025-10-08,PL04,Vadodara Processing Plant,Jaipur,Vadodara - Jaipur,PD06,Electrical Cables,17.59,VH019,Container 20ft,18,TR07,Om Sai Transport,2025-10-08 07:39,2025-10-08 10:18,2025-10-08 10:46,2025-10-08 11:04,2025-10-09,2025-10-09,On Time,0,Not Applicable,27946.95,638,1
TRIP004025,2025-10-08,PL01,Pune Manufacturing Unit,Guwahati,Pune - Guwahati,PD02,Steel Pipes,16.46,VH034,Container 20ft,18,TR13,Punjab Truck Union,2025-10-08 06:28,2025-10-08 08:05,2025-10-08 08:53,2025-10-08 09:35,2025-10-11,2025-10-10,On Time,0,Not Applicable,97800.77,2270,1
TRIP003003,2025-10-08,PL05,Hyderabad Assembly Unit,Jaipur,Hyderabad - Jaipur,PD05,Auto Components,16.54,VH019,Container 20ft,18,TR07,Om Sai Transport,2025-10-08 06:23,2025-10-08 07:54,2025-10-08 08:35,2025-10-08 09:09,2025-10-09,2025-10-09,On Time,0,Not Applicable,54080.07,1348,1
TRIP001721,2025-10-09,PL01,Pune Manufacturing Unit,Nagpur,Pune - Nagpur,PD08,Textile Rolls,26.26,VH032,Container 32ft MXL,28,TR03,Vishal Transport Co.,2025-10-09 10:53,2025-10-09 12:19,2025-10-09 12:40,2025-10-09 12:54,2025-10-10,2025-10-10,On Time,0,Not Applicable,32858.59,467,1
TRIP009001,2025-10-10,PL05,Hyderabad Assembly Unit,Mumbai,Hyderabad - Mumbai,PD05,Auto Components,34.68,VH055,Trailer 40ft,35,TR09,Sunrise Logistics Solutions,2025-10-10 10:32,2025-10-10 11:39,2025-10-10 12:24,2025-10-10 12:37,2025-10-11,2025-10-11,On Time,0,Not Applicable,57792.6,744,1
TRIP005839,2025-10-10,PL05,Hyderabad Assembly Unit,Mumbai,Hyderabad - Mumbai,PD01,Steel Coils,23.27,VH013,Container 32ft MXL,28,TR08,Kaveri Cargo Movers,2025-10-10 07:10,2025-10-10 09:57,2025-10-10 10:36,2025-10-10 11:01,2025-10-11,2025-10-12,Delayed,1,Driver Unavailability,44091.86,755,0
TRIP003367,2025-10-10,PL04,Vadodara Processing Plant,Kolkata,Vadodara - Kolkata,PD01,Steel Coils,17.3,VH031,Container 20ft,18,TR17,United Freight Corporation,2025-10-10 10:09,2025-10-10 11:55,2025-10-10 12:54,2025-10-10 13:14,2025-10-12,2025-10-12,On Time,0,Not Applicable,76996.48,1853,1
TRIP002222,2025-10-11,PL05,Hyderabad Assembly Unit,Guwahati,Hyderabad - Guwahati,PD08,Textile Rolls,31.65,VH056,Trailer 40ft,35,TR05,Speedway Logistics Pvt Ltd,2025-10-11 09:53,2025-10-11 12:30,2025-10-11 12:53,2025-10-11 13:27,2025-10-14,2025-10-14,On Time,0,Not Applicable,188721.03,2121,1
TRIP000563,2025-10-12,PL02,Chennai Production Plant,Guwahati,Chennai - Guwahati,PD02,Steel Pipes,24.94,VH020,Container 32ft MXL,28,TR01,Bharat Road Carriers,2025-10-12 08:17,2025-10-12 10:34,2025-10-12 11:32,2025-10-12 11:42,2025-10-15,2025-10-16,Delayed,1,Driver Unavailability,138983.57,2629,0
TRIP006728,2025-10-12,PL05,Hyderabad Assembly Unit,Guwahati,Hyderabad - Guwahati,PD06,Electrical Cables,23.77,VH013,Container 32ft MXL,28,TR08,Kaveri Cargo Movers,2025-10-12 09:38,2025-10-12 12:40,2025-10-12 13:10,2025-10-12 13:54,2025-10-15,2025-10-14,On Time,0,Not Applicable,122597.15,2095,1
TRIP007061,2025-10-13,PL05,Hyderabad Assembly Unit,Patna,Hyderabad - Patna,PD04,PVC Granules,14.66,VH042,Container 32ft SXL,22,TR12,Trident Transport Services,2025-10-13 10:16,2025-10-13 12:30,2025-10-13 12:56,2025-10-13 13:18,2025-10-15,2025-10-15,On Time,0,Not Applicable,49470.55,1458,1
TRIP002361,2025-10-13,PL01,Pune Manufacturing Unit,Bhopal,Pune - Bhopal,PD03,Cement Bags,16.0,VH053,Open Truck 10 Tyre,16,TR09,Sunrise Logistics Solutions,2025-10-13 10:31,2025-10-13 12:52,2025-10-13 13:22,2025-10-13 13:32,2025-10-14,2025-10-14,On Time,0,Not Applicable,23646.13,638,1
TRIP005567,2025-10-14,PL04,Vadodara Processing Plant,Bhopal,Vadodara - Bhopal,PD03,Cement Bags,7.94,VH028,Open Truck 6 Tyre,9,TR03,Vishal Transport Co.,2025-10-14 10:35,2025-10-14 12:43,2025-10-14 13:09,2025-10-14 13:49,2025-10-15,2025-10-15,On Time,0,Not Applicable,14077.94,645,1
TRIP006818,2025-10-14,PL01,Pune Manufacturing Unit,Bhopal,Pune - Bhopal,PD05,Auto Components,16.97,VH023,Container 32ft SXL,22,TR14,Coastal Cargo Carriers,2025-10-14 10:28,2025-10-14 13:40,2025-10-14 13:58,2025-10-14 14:27,2025-10-15,2025-10-15,On Time,0,Not Applicable,26324.76,642,1
TRIP011595,2025-10-15,PL06,Indore Manufacturing Unit,Nagpur,Indore - Nagpur,PD07,Packaged Tiles,19.42,VH026,Container 32ft SXL,22,TR09,Sunrise Logistics Solutions,2025-10-15 10:40,2025-10-15 12:56,2025-10-15 13:22,2025-10-15 13:47,2025-10-16,2025-10-15,On Time,0,Not Applicable,14501.61,308,1
TRIP006833,2025-10-15,PL05,Hyderabad Assembly Unit,Nagpur,Hyderabad - Nagpur,PD03,Cement Bags,16.64,VH049,Container 20ft,18,TR07,Om Sai Transport,2025-10-15 07:21,2025-10-15 09:52,2025-10-15 10:38,2025-10-15 11:18,2025-10-16,2025-10-15,On Time,0,Not Applicable,17968.79,467,1
TRIP003116,2025-10-15,PL05,Hyderabad Assembly Unit,Jaipur,Hyderabad - Jaipur,PD06,Electrical Cables,20.73,VH044,Container 32ft SXL,22,TR07,Om Sai Transport,2025-10-15 09:02,2025-10-15 12:51,2025-10-15 13:35,2025-10-15 13:56,2025-10-17,2025-10-16,On Time,0,Not Applicable,62070.52,1252,1
TRIP003465,2025-10-16,PL06,Indore Manufacturing Unit,Nagpur,Indore - Nagpur,PD01,Steel Coils,17.66,VH025,Container 32ft SXL,22,TR13,Punjab Truck Union,2025-10-16 09:41,2025-10-16 12:10,2025-10-16 12:57,2025-10-16 13:36,2025-10-17,2025-10-17,On Time,0,Not Applicable,14681.43,297,1
TRIP002086,2025-10-16,PL05,Hyderabad Assembly Unit,Bhopal,Hyderabad - Bhopal,PD08,Textile Rolls,9.63,VH050,Container 20ft,18,TR18,Deccan Transport Co.,2025-10-16 06:33,2025-10-16 08:44,2025-10-16 09:01,2025-10-16 09:27,2025-10-17,2025-10-17,On Time,0,Not Applicable,19040.59,749,1
TRIP009268,2025-10-16,PL05,Hyderabad Assembly Unit,Jaipur,Hyderabad - Jaipur,PD02,Steel Pipes,8.91,VH043,Open Truck 6 Tyre,9,TR11,Reliable Roadways,2025-10-16 06:34,2025-10-16 08:01,2025-10-16 08:33,2025-10-16 09:16,2025-10-17,2025-10-17,On Time,0,Not Applicable,29701.85,1308,1
TRIP000750,2025-10-17,PL05,Hyderabad Assembly Unit,Nagpur,Hyderabad - Nagpur,PD08,Textile Rolls,10.74,VH046,Open Truck 10 Tyre,16,TR02,Shree Balaji Logistics,2025-10-17 10:04,2025-10-17 12:15,2025-10-17 12:45,2025-10-17 13:17,2025-10-18,2025-10-18,On Time,0,Not Applicable,11125.71,448,1
TRIP010057,2025-10-17,PL05,Hyderabad Assembly Unit,Bhopal,Hyderabad - Bhopal,PD02,Steel Pipes,25.65,VH017,Container 32ft MXL,28,TR06,Ganesh Roadlines,2025-10-17 10:33,2025-10-17 12:41,2025-10-17 13:37,2025-10-17 14:08,2025-10-18,2025-10-18,On Time,0,Not Applicable,47711.96,810,1
TRIP011514,2025-10-17,PL05,Hyderabad Assembly Unit,Bhopal,Hyderabad - Bhopal,PD02,Steel Pipes,25.88,VH015,Container 32ft MXL,28,TR08,Kaveri Cargo Movers,2025-10-17 08:38,2025-10-17 11:32,2025-10-17 12:00,2025-10-17 12:16,2025-10-18,2025-10-19,Delayed,1,Vehicle Breakdown,48221.67,763,0
TRIP008899,2025-10-17,PL01,Pune Manufacturing Unit,Bhopal,Pune - Bhopal,PD01,Steel Coils,8.66,VH060,Open Truck 6 Tyre,9,TR15,Apex Logistics India,2025-10-17 07:47,2025-10-17 09:25,2025-10-17 10:17,2025-10-17 10:59,2025-10-18,2025-10-18,On Time,0,Not Applicable,15258.11,637,1
TRIP000901,2025-10-18,PL04,Vadodara Processing Plant,Bhopal,Vadodara - Bhopal,PD08,Textile Rolls,24.73,VH013,Container 32ft MXL,28,TR08,Kaveri Cargo Movers,2025-10-18 10:35,2025-10-18 14:02,2025-10-18 14:29,2025-10-18 14:40,2025-10-19,2025-10-19,On Time,0,Not Applicable,35232.52,604,1
TRIP005071,2025-10-19,PL05,Hyderabad Assembly Unit,Patna,Hyderabad - Patna,PD04,PVC Granules,16.09,VH024,Container 20ft,18,TR14,Coastal Cargo Carriers,2025-10-19 08:11,2025-10-19 09:45,2025-10-19 10:00,2025-10-19 10:38,2025-10-21,2025-10-20,On Time,0,Not Applicable,57261.32,1487,1
TRIP005581,2025-10-19,PL05,Hyderabad Assembly Unit,Guwahati,Hyderabad - Guwahati,PD03,Cement Bags,27.34,VH011,Container 32ft MXL,28,TR18,Deccan Transport Co.,2025-10-19 07:51,2025-10-19 10:32,2025-10-19 11:09,2025-10-19 11:22,2025-10-21,2025-10-21,On Time,0,Not Applicable,137287.38,2013,1
TRIP003693,2025-10-20,PL01,Pune Manufacturing Unit,Bhopal,Pune - Bhopal,PD06,Electrical Cables,31.42,VH056,Trailer 40ft,35,TR05,Speedway Logistics Pvt Ltd,2025-10-20 06:24,2025-10-20 08:37,2025-10-20 09:15,2025-10-20 09:31,2025-10-21,2025-10-21,On Time,0,Not Applicable,54309.77,656,1
TRIP011591,2025-10-20,PL04,Vadodara Processing Plant,Nagpur,Vadodara - Nagpur,PD07,Packaged Tiles,7.81,VH060,Open Truck 6 Tyre,9,TR15,Apex Logistics India,2025-10-20 07:21,2025-10-20 09:27,2025-10-20 10:11,2025-10-20 10:49,2025-10-21,2025-10-21,On Time,0,Not Applicable,17252.76,817,1
TRIP003466,2025-10-20,PL03,Ludhiana Fabrication Unit,Bhopal,Ludhiana - Bhopal,PD03,Cement Bags,15.9,VH007,Open Truck 10 Tyre,16,TR03,Vishal Transport Co.,2025-10-20 07:14,2025-10-20 09:15,2025-10-20 10:14,2025-10-20 10:44,2025-10-21,2025-10-21,On Time,0,Not Applicable,39003.39,986,1
TRIP001409,2025-10-21,PL05,Hyderabad Assembly Unit,Mumbai,Hyderabad - Mumbai,PD03,Cement Bags,24.98,VH045,Container 32ft MXL,28,TR18,Deccan Transport Co.,2025-10-21 09:51,2025-10-21 10:51,2025-10-21 11:42,2025-10-21 12:16,2025-10-22,2025-10-22,On Time,0,Not Applicable,50285.87,738,1
TRIP007172,2025-10-21,PL05,Hyderabad Assembly Unit,Mumbai,Hyderabad - Mumbai,PD08,Textile Rolls,23.47,VH020,Container 32ft MXL,28,TR01,Bharat Road Carriers,2025-10-21 06:28,2025-10-21 07:53,2025-10-21 08:12,2025-10-21 08:22,2025-10-22,2025-10-22,On Time,0,Not Applicable,34118.95,654,1
TRIP008367,2025-10-21,PL05,Hyderabad Assembly Unit,Nagpur,Hyderabad - Nagpur,PD07,Packaged Tiles,6.94,VH030,Open Truck 6 Tyre,9,TR10,Metro Freight Carriers,2025-10-21 10:42,2025-10-21 13:55,2025-10-21 14:18,2025-10-21 14:42,2025-10-22,2025-10-23,Delayed,1,Documentation Delay,8830.83,524,0
TRIP005181,2025-10-23,PL04,Vadodara Processing Plant,Guwahati,Vadodara - Guwahati,PD07,Packaged Tiles,8.82,VH043,Open Truck 6 Tyre,9,TR11,Reliable Roadways,2025-10-23 06:14,2025-10-23 08:11,2025-10-23 09:03,2025-10-23 09:30,2025-10-26,2025-10-26,On Time,0,Not Applicable,53832.01,2427,1
TRIP009781,2025-10-23,PL05,Hyderabad Assembly Unit,Guwahati,Hyderabad - Guwahati,PD03,Cement Bags,19.78,VH033,Container 32ft SXL,22,TR09,Sunrise Logistics Solutions,2025-10-23 08:33,2025-10-23 10:34,2025-10-23 11:17,2025-10-23 11:58,2025-10-26,2025-10-26,On Time,0,Not Applicable,84928.36,1972,1
TRIP001428,2025-10-24,PL02,Chennai Production Plant,Guwahati,Chennai - Guwahati,PD02,Steel Pipes,31.72,VH003,Trailer 40ft,35,TR17,United Freight Corporation,2025-10-24 08:01,2025-10-24 10:47,2025-10-24 11:10,2025-10-24 11:40,2025-10-27,2025-10-27,On Time,0,Not Applicable,214772.52,2924,1
TRIP008030,2025-10-25,PL01,Pune Manufacturing Unit,Guwahati,Pune - Guwahati,PD01,Steel Coils,7.31,VH028,Open Truck 6 Tyre,9,TR03,Vishal Transport Co.,2025-10-25 10:26,2025-10-25 13:18,2025-10-25 14:02,2025-10-25 14:38,2025-10-28,2025-10-27,On Time,0,Not Applicable,46662.92,2372,1
TRIP001670,2025-10-25,PL05,Hyderabad Assembly Unit,Nagpur,Hyderabad - Nagpur,PD04,PVC Granules,15.97,VH006,Open Truck 10 Tyre,16,TR12,Trident Transport Services,2025-10-25 10:35,2025-10-25 11:30,2025-10-25 12:17,2025-10-25 12:58,2025-10-26,2025-10-26,On Time,0,Not Applicable,19209.02,496,1
TRIP007423,2025-10-26,PL06,Indore Manufacturing Unit,Nagpur,Indore - Nagpur,PD07,Packaged Tiles,16.0,VH053,Open Truck 10 Tyre,16,TR09,Sunrise Logistics Solutions,2025-10-26 09:57,2025-10-26 12:31,2025-10-26 13:14,2025-10-26 13:48,2025-10-27,2025-10-26,On Time,0,Not Applicable,10383.1,284,1
TRIP009902,2025-10-26,PL05,Hyderabad Assembly Unit,Patna,Hyderabad - Patna,PD07,Packaged Tiles,14.08,VH006,Open Truck 10 Tyre,16,TR12,Trident Transport Services,2025-10-26 09:03,2025-10-26 11:41,2025-10-26 12:18,2025-10-26 12:46,2025-10-28,2025-10-28,On Time,0,Not Applicable,49441.92,1532,1
TRIP003223,2025-10-27,PL01,Pune Manufacturing Unit,Mumbai,Pune - Mumbai,PD07,Packaged Tiles,19.85,VH009,Container 32ft SXL,22,TR10,Metro Freight Carriers,2025-10-27 08:02,2025-10-27 10:22,2025-10-27 10:48,2025-10-27 11:18,2025-10-28,2025-10-27,On Time,0,Not Applicable,6139.53,130,1
TRIP000386,2025-10-27,PL01,Pune Manufacturing Unit,Bhopal,Pune - Bhopal,PD01,Steel Coils,17.05,VH019,Container 20ft,18,TR07,Om Sai Transport,2025-10-27 09:49,2025-10-27 12:02,2025-10-27 12:28,2025-10-27 12:39,2025-10-28,2025-10-28,On Time,0,Not Applicable,24832.14,629,1
TRIP000331,2025-10-28,PL01,Pune Manufacturing Unit,Bhopal,Pune - Bhopal,PD07,Packaged Tiles,8.66,VH014,Open Truck 6 Tyre,9,TR08,Kaveri Cargo Movers,2025-10-28 07:34,2025-10-28 09:25,2025-10-28 10:02,2025-10-28 10:24,2025-10-29,2025-10-29,On Time,0,Not Applicable,15124.54,722,1
TRIP007846,2025-10-28,PL05,Hyderabad Assembly Unit,Guwahati,Hyderabad - Guwahati,PD05,Auto Components,12.57,VH058,Open Truck 10 Tyre,16,TR18,Deccan Transport Co.,2025-10-28 09:29,2025-10-28 10:49,2025-10-28 11:20,2025-10-28 11:35,2025-10-30,2025-10-30,On Time,0,Not Applicable,71206.16,2045,1
TRIP004868,2025-10-28,PL05,Hyderabad Assembly Unit,Ahmedabad,Hyderabad - Ahmedabad,PD07,Packaged Tiles,9.44,VH050,Container 20ft,18,TR18,Deccan Transport Co.,2025-10-28 06:11,2025-10-28 08:05,2025-10-28 08:37,2025-10-28 08:48,2025-10-29,2025-10-29,On Time,0,Not Applicable,30624.22,1179,1
TRIP001767,2025-10-29,PL05,Hyderabad Assembly Unit,Jaipur,Hyderabad - Jaipur,PD07,Packaged Tiles,25.44,VH011,Container 32ft MXL,28,TR18,Deccan Transport Co.,2025-10-29 07:11,2025-10-29 09:51,2025-10-29 10:48,2025-10-29 11:29,2025-10-31,2025-10-30,On Time,0,Not Applicable,81264.4,1293,1
TRIP001419,2025-10-29,PL05,Hyderabad Assembly Unit,Bhopal,Hyderabad - Bhopal,PD01,Steel Coils,26.42,VH008,Container 32ft MXL,28,TR11,Reliable Roadways,2025-10-29 06:24,2025-10-29 09:29,2025-10-29 10:07,2025-10-29 10:28,2025-10-30,2025-10-30,On Time,0,Not Applicable,48105.56,734,1
TRIP010069,2025-10-30,PL05,Hyderabad Assembly Unit,Bhopal,Hyderabad - Bhopal,PD06,Electrical Cables,25.24,VH045,Container 32ft MXL,28,TR18,Deccan Transport Co.,2025-10-30 06:36,2025-10-30 09:26,2025-10-30 09:55,2025-10-30 10:06,2025-10-31,2025-11-01,Delayed,1,Documentation Delay,51508.98,743,0
TRIP003315,2025-10-30,PL05,Hyderabad Assembly Unit,Mumbai,Hyderabad - Mumbai,PD04,PVC Granules,9.84,VH050,Container 20ft,18,TR18,Deccan Transport Co.,2025-10-30 06:08,2025-10-30 09:15,2025-10-30 10:08,2025-10-30 10:19,2025-10-31,2025-10-31,On Time,0,Not Applicable,18254.58,670,1
TRIP002460,2025-10-30,PL01,Pune Manufacturing Unit,Bhopal,Pune - Bhopal,PD03,Cement Bags,27.74,VH022,Container 32ft MXL,28,TR02,Shree Balaji Logistics,2025-10-30 08:33,2025-10-30 10:13,2025-10-30 10:30,2025-10-30 10:47,2025-10-31,2025-10-31,On Time,0,Not Applicable,42887.31,704,1
